ペルソナ名,都道府県,市区町村,キー,人数,緯度,経度
40代層,徳島県,,徳島県,1,35.0,135.0
40代層,高知県,,高知県,2,35.0,135.0
40代層,佐賀県,,佐賀県,1,35.0,135.0
40代層,長崎県,,長崎県,1,35.0,135.0
40代層,熊本県,,熊本県,1,35.0,135.0
40代層,大分県,,大分県,2,35.0,135.0
40代層,宮崎県,,宮崎県,1,35.0,135.0
40代層,鹿児島県,,鹿児島県,1,35.0,135.0
40代層,沖縄県,,沖縄県,1,35.0,135.0
40代層,埼玉県,深谷市,埼玉県深谷市,1,35.8617,139.6455
40代層,群馬県,高崎市,群馬県高崎市,1,36.3907,139.0604
40代層,沖縄県,名護市,沖縄県名護市,1,35.0,135.0
40代層,群馬県,佐波郡玉村町,群馬県佐波郡玉村町,1,36.3907,139.0604
40代層,長野県,長野市,長野県長野市,1,35.0,135.0
40代層,東京都,大田区,東京都大田区,5,35.6895,139.6917
40代層,群馬県,前橋市,群馬県前橋市,1,36.3907,139.0604
40代層,千葉県,千葉市中央区,千葉県千葉市中央区,1,35.6074,140.1233
40代層,群馬県,太田市,群馬県太田市,1,36.3907,139.0604
40代層,岐阜県,岐阜市,岐阜県岐阜市,1,35.0,135.0
40代層,広島県,廿日市市,広島県廿日市市,1,35.0,135.0
40代層,栃木県,足利市,栃木県足利市,1,36.5657,139.8836
40代層,群馬県,邑楽郡邑楽町,群馬県邑楽郡邑楽町,1,36.3907,139.0604
40代層,群馬県,邑楽郡大泉町,群馬県邑楽郡大泉町,1,36.3907,139.0604
40代層,山梨県,甲府市,山梨県甲府市,2,35.0,135.0
40代層,山梨県,南巨摩郡身延町,山梨県南巨摩郡身延町,1,35.0,135.0
40代層,奈良県,生駒郡三郷町,奈良県生駒郡三郷町,1,34.6851,135.805
40代層,奈良県,北葛城郡王寺町,奈良県北葛城郡王寺町,3,34.6851,135.805
40代層,奈良県,北葛城郡上牧町,奈良県北葛城郡上牧町,2,34.6851,135.805
40代層,福井県,小浜市,福井県小浜市,1,35.0,135.0
40代層,福井県,大飯郡おおい町,福井県大飯郡おおい町,3,35.0,135.0
40代層,福井県,三方上中郡若狭町,福井県三方上中郡若狭町,1,35.0,135.0
40代層,福井県,大飯郡高浜町,福井県大飯郡高浜町,8,35.0,135.0
40代層,福井県,三方郡美浜町,福井県三方郡美浜町,1,35.0,135.0
40代層,京都府,相楽郡和束町,京都府相楽郡和束町,2,35.0116,135.7681
40代層,京都府,相楽郡笠置町,京都府相楽郡笠置町,3,35.0116,135.7681
40代層,兵庫県,姫路市,兵庫県姫路市,1,34.6913,135.183
40代層,兵庫県,加古川市,兵庫県加古川市,2,34.6913,135.183
40代層,愛知県,名古屋市中村区,愛知県名古屋市中村区,3,35.0,135.0
40代層,愛知県,名古屋市緑区,愛知県名古屋市緑区,4,35.0,135.0
40代層,愛知県,名古屋市昭和区,愛知県名古屋市昭和区,3,35.0,135.0
40代層,愛知県,名古屋市西区,愛知県名古屋市西区,1,35.0,135.0
40代層,愛知県,小牧市,愛知県小牧市,1,35.0,135.0
40代層,愛知県,一宮市,愛知県一宮市,2,35.0,135.0
40代層,京都府,宮津市,京都府宮津市,10,35.0116,135.7681
40代層,京都府,相楽郡南山城村,京都府相楽郡南山城村,3,35.0116,135.7681
40代層,神奈川県,横浜市港南区,神奈川県横浜市港南区,2,35.4478,139.6425
40代層,神奈川県,横浜市栄区,神奈川県横浜市栄区,1,35.4478,139.6425
40代層,滋賀県,甲賀市,滋賀県甲賀市,2,35.0045,135.8686
40代層,滋賀県,東近江市,滋賀県東近江市,4,35.0045,135.8686
40代層,滋賀県,蒲生郡日野町,滋賀県蒲生郡日野町,1,35.0045,135.8686
40代層,滋賀県,近江八幡市,滋賀県近江八幡市,7,35.0045,135.8686
40代層,滋賀県,蒲生郡竜王町,滋賀県蒲生郡竜王町,1,35.0045,135.8686
40代層,千葉県,柏市,千葉県柏市,3,35.6074,140.1233
40代層,神奈川県,川崎市幸区,神奈川県川崎市幸区,2,35.4478,139.6425
40代層,神奈川県,横浜市鶴見区,神奈川県横浜市鶴見区,2,35.4478,139.6425
40代層,長野県,小諸市,長野県小諸市,1,35.0,135.0
40代層,長野県,佐久市,長野県佐久市,1,35.0,135.0
40代層,長崎県,長崎市,長崎県長崎市,2,35.0,135.0
40代層,東京都,東大和市,東京都東大和市,1,35.6895,139.6917
40代層,東京都,小平市,東京都小平市,1,35.6895,139.6917
40代層,大阪府,豊能郡豊能町,大阪府豊能郡豊能町,1,34.6937,135.5023
40代層,東京都,八王子市,東京都八王子市,1,35.6895,139.6917
40代層,岡山県,小田郡矢掛町,岡山県小田郡矢掛町,1,35.0,135.0
40代層,兵庫県,三田市,兵庫県三田市,2,34.6913,135.183
40代層,岡山県,浅口郡里庄町,岡山県浅口郡里庄町,1,35.0,135.0
40代層,兵庫県,たつの市,兵庫県たつの市,1,34.6913,135.183
40代層,滋賀県,米原市,滋賀県米原市,2,35.0045,135.8686
40代層,山梨県,笛吹市,山梨県笛吹市,1,35.0,135.0
40代層,山梨県,甲州市,山梨県甲州市,1,35.0,135.0
40代層,山梨県,山梨市,山梨県山梨市,1,35.0,135.0
40代層,山梨県,甲斐市,山梨県甲斐市,1,35.0,135.0
40代層,山梨県,北杜市,山梨県北杜市,1,35.0,135.0
40代層,山梨県,中央市,山梨県中央市,1,35.0,135.0
40代層,山梨県,南アルプス市,山梨県南アルプス市,1,35.0,135.0
40代層,京都府,京丹後市,京都府京丹後市,4,35.0116,135.7681
40代層,大阪府,泉南市,大阪府泉南市,2,34.6937,135.5023
40代層,和歌山県,和歌山市,和歌山県和歌山市,2,35.0,135.0
40代層,大阪府,阪南市,大阪府阪南市,1,34.6937,135.5023
40代層,三重県,鈴鹿市,三重県鈴鹿市,1,35.0,135.0
40代層,広島県,広島市佐伯区,広島県広島市佐伯区,1,35.0,135.0
40代層,兵庫県,神戸市須磨区,兵庫県神戸市須磨区,3,34.6913,135.183
40代層,兵庫県,神戸市兵庫区,兵庫県神戸市兵庫区,4,34.6913,135.183
40代層,大阪府,柏原市,大阪府柏原市,3,34.6937,135.5023
40代層,東京都,中野区,東京都中野区,2,35.6895,139.6917
40代層,埼玉県,戸田市,埼玉県戸田市,1,35.8617,139.6455
40代層,東京都,目黒区,東京都目黒区,1,35.6895,139.6917
40代層,東京都,足立区,東京都足立区,2,35.6895,139.6917
40代層,千葉県,千葉市花見川区,千葉県千葉市花見川区,1,35.6074,140.1233
40代層,神奈川県,足柄上郡開成町,神奈川県足柄上郡開成町,2,35.4478,139.6425
40代層,兵庫県,神戸市北区,兵庫県神戸市北区,3,34.6913,135.183
40代層,愛知県,名古屋市瑞穂区,愛知県名古屋市瑞穂区,1,35.0,135.0
40代層,北海道,札幌市白石区,北海道札幌市白石区,1,35.0,135.0
40代層,北海道,札幌市中央区,北海道札幌市中央区,2,35.0,135.0
40代層,北海道,札幌市南区,北海道札幌市南区,1,35.0,135.0
40代層,愛媛県,松山市,愛媛県松山市,1,35.0,135.0
40代層,愛媛県,伊予市,愛媛県伊予市,1,35.0,135.0
40代層,東京都,荒川区,東京都荒川区,1,35.6895,139.6917
40代層,東京都,江東区,東京都江東区,2,35.6895,139.6917
40代層,神奈川県,座間市,神奈川県座間市,1,35.4478,139.6425
40代層,千葉県,白井市,千葉県白井市,1,35.6074,140.1233
40代層,千葉県,八千代市,千葉県八千代市,1,35.6074,140.1233
40代層,千葉県,千葉市稲毛区,千葉県千葉市稲毛区,1,35.6074,140.1233
40代層,東京都,練馬区,東京都練馬区,2,35.6895,139.6917
40代層,栃木県,小山市,栃木県小山市,1,36.5657,139.8836
40代層,埼玉県,三郷市,埼玉県三郷市,1,35.8617,139.6455
40代層,神奈川県,川崎市中原区,神奈川県川崎市中原区,1,35.4478,139.6425
40代層,高知県,香南市,高知県香南市,1,35.0,135.0
40代層,滋賀県,高島市,滋賀県高島市,1,35.0045,135.8686
40代層,奈良県,大和高田市,奈良県大和高田市,2,34.6851,135.805
40代層,愛知県,あま市,愛知県あま市,1,35.0,135.0
40代層,愛知県,名古屋市守山区,愛知県名古屋市守山区,2,35.0,135.0
40代層,愛知県,名古屋市東区,愛知県名古屋市東区,1,35.0,135.0
40代層,京都府,与謝郡与謝野町,京都府与謝郡与謝野町,7,35.0116,135.7681
40代層,石川県,七尾市,石川県七尾市,1,35.0,135.0
40代層,岐阜県,大垣市,岐阜県大垣市,1,35.0,135.0
40代層,鹿児島県,鹿児島市,鹿児島県鹿児島市,1,35.0,135.0
40代層,東京都,町田市,東京都町田市,2,35.6895,139.6917
40代層,三重県,松阪市,三重県松阪市,1,35.0,135.0
40代層,埼玉県,和光市,埼玉県和光市,1,35.8617,139.6455
40代層,埼玉県,朝霞市,埼玉県朝霞市,1,35.8617,139.6455
40代層,埼玉県,本庄市,埼玉県本庄市,1,35.8617,139.6455
40代層,奈良県,吉野郡下市町,奈良県吉野郡下市町,1,34.6851,135.805
40代層,大阪府,大阪市大正区,大阪府大阪市大正区,3,34.6937,135.5023
40代層,福井県,越前市,福井県越前市,1,35.0,135.0
40代層,奈良県,御所市,奈良県御所市,1,34.6851,135.805
40代層,神奈川県,川崎市麻生区,神奈川県川崎市麻生区,1,35.4478,139.6425
40代層,神奈川県,南足柄市,神奈川県南足柄市,2,35.4478,139.6425
40代層,静岡県,浜松市浜北区,静岡県浜松市浜北区,1,35.0,135.0
40代層,愛知県,名古屋市北区,愛知県名古屋市北区,1,35.0,135.0
40代層,奈良県,桜井市,奈良県桜井市,2,34.6851,135.805
40代層,大阪府,大阪狭山市,大阪府大阪狭山市,1,34.6937,135.5023
40代層,大阪府,泉大津市,大阪府泉大津市,2,34.6937,135.5023
40代層,大阪府,河内長野市,大阪府河内長野市,2,34.6937,135.5023
40代層,兵庫県,豊岡市,兵庫県豊岡市,1,34.6913,135.183
40代層,奈良県,生駒郡安堵町,奈良県生駒郡安堵町,1,34.6851,135.805
40代層,石川県,金沢市,石川県金沢市,1,35.0,135.0
40代層,大阪府,泉北郡忠岡町,大阪府泉北郡忠岡町,1,34.6937,135.5023
40代層,和歌山県,岩出市,和歌山県岩出市,1,35.0,135.0
40代層,栃木県,栃木市,栃木県栃木市,1,36.5657,139.8836
40代層,愛知県,豊橋市,愛知県豊橋市,1,35.0,135.0
40代層,静岡県,裾野市,静岡県裾野市,1,35.0,135.0
50代層,京都府,京都市中京区,京都府京都市中京区,190,35.0116,135.7681
50代層,京都府,京都市北区,京都府京都市北区,134,35.0116,135.7681
50代層,京都府,京都市左京区,京都府京都市左京区,139,35.0116,135.7681
50代層,京都府,京都市右京区,京都府京都市右京区,293,35.0116,135.7681
50代層,京都府,京都市下京区,京都府京都市下京区,211,35.0116,135.7681
50代層,京都府,京都市上京区,京都府京都市上京区,146,35.0116,135.7681
50代層,京都府,京都市東山区,京都府京都市東山区,95,35.0116,135.7681
50代層,京都府,京都市西京区,京都府京都市西京区,261,35.0116,135.7681
50代層,京都府,宇治市,京都府宇治市,254,35.0116,135.7681
50代層,京都府,城陽市,京都府城陽市,112,35.0116,135.7681
50代層,京都府,京都市伏見区,京都府京都市伏見区,497,35.0116,135.7681
50代層,京都府,京田辺市,京都府京田辺市,79,35.0116,135.7681
50代層,京都府,久世郡久御山町,京都府久世郡久御山町,34,35.0116,135.7681
50代層,京都府,京都市南区,京都府京都市南区,230,35.0116,135.7681
50代層,京都府,京都市山科区,京都府京都市山科区,300,35.0116,135.7681
50代層,千葉県,市川市,千葉県市川市,3,35.6074,140.1233
50代層,大阪府,大阪市西淀川区,大阪府大阪市西淀川区,12,34.6937,135.5023
50代層,宮崎県,児湯郡木城町,宮崎県児湯郡木城町,1,35.0,135.0
50代層,京都府,,京都府,140,35.0116,135.7681
50代層,大阪府,,大阪府,37,34.6937,135.5023
50代層,京都府,亀岡市,京都府亀岡市,66,35.0116,135.7681
50代層,兵庫県,丹波篠山市,兵庫県丹波篠山市,4,34.6913,135.183
50代層,京都府,八幡市,京都府八幡市,128,35.0116,135.7681
50代層,京都府,木津川市,京都府木津川市,119,35.0116,135.7681
50代層,奈良県,奈良市,奈良県奈良市,98,34.6851,135.805
50代層,奈良県,生駒市,奈良県生駒市,28,34.6851,135.805
50代層,奈良県,橿原市,奈良県橿原市,10,34.6851,135.805
50代層,奈良県,大和郡山市,奈良県大和郡山市,32,34.6851,135.805
50代層,京都府,相楽郡精華町,京都府相楽郡精華町,48,35.0116,135.7681
50代層,京都府,相楽郡南山城村,京都府相楽郡南山城村,2,35.0116,135.7681
50代層,京都府,相楽郡和束町,京都府相楽郡和束町,2,35.0116,135.7681
50代層,大阪府,大阪市東淀川区,大阪府大阪市東淀川区,31,34.6937,135.5023
50代層,大阪府,吹田市,大阪府吹田市,24,34.6937,135.5023
50代層,大阪府,高槻市,大阪府高槻市,62,34.6937,135.5023
50代層,大阪府,茨木市,大阪府茨木市,46,34.6937,135.5023
50代層,京都府,向日市,京都府向日市,91,35.0116,135.7681
50代層,京都府,長岡京市,京都府長岡京市,144,35.0116,135.7681
50代層,滋賀県,大津市,滋賀県大津市,91,35.0045,135.8686
50代層,大阪府,大阪市淀川区,大阪府大阪市淀川区,21,34.6937,135.5023
50代層,大阪府,摂津市,大阪府摂津市,15,34.6937,135.5023
50代層,京都府,南丹市,京都府南丹市,28,35.0116,135.7681
50代層,兵庫県,川辺郡猪名川町,兵庫県川辺郡猪名川町,1,34.6913,135.183
50代層,兵庫県,川西市,兵庫県川西市,6,34.6913,135.183
50代層,大阪府,池田市,大阪府池田市,5,34.6937,135.5023
50代層,大阪府,箕面市,大阪府箕面市,9,34.6937,135.5023
50代層,大阪府,枚方市,大阪府枚方市,124,34.6937,135.5023
50代層,大阪府,寝屋川市,大阪府寝屋川市,40,34.6937,135.5023
50代層,大阪府,交野市,大阪府交野市,36,34.6937,135.5023
50代層,大阪府,東大阪市,大阪府東大阪市,31,34.6937,135.5023
50代層,奈良県,天理市,奈良県天理市,14,34.6851,135.805
50代層,滋賀県,,滋賀県,14,35.0045,135.8686
50代層,滋賀県,彦根市,滋賀県彦根市,6,35.0045,135.8686
50代層,滋賀県,草津市,滋賀県草津市,49,35.0045,135.8686
50代層,大阪府,大阪市鶴見区,大阪府大阪市鶴見区,14,34.6937,135.5023
50代層,大阪府,八尾市,大阪府八尾市,13,34.6937,135.5023
50代層,大阪府,大東市,大阪府大東市,18,34.6937,135.5023
50代層,大阪府,大阪市平野区,大阪府大阪市平野区,16,34.6937,135.5023
50代層,大阪府,四條畷市,大阪府四條畷市,12,34.6937,135.5023
50代層,大阪府,大阪市天王寺区,大阪府大阪市天王寺区,14,34.6937,135.5023
50代層,大阪府,大阪市西成区,大阪府大阪市西成区,17,34.6937,135.5023
50代層,大阪府,大阪市北区,大阪府大阪市北区,31,34.6937,135.5023
50代層,大阪府,大阪市港区,大阪府大阪市港区,7,34.6937,135.5023
50代層,大阪府,大阪市生野区,大阪府大阪市生野区,16,34.6937,135.5023
50代層,大阪府,豊中市,大阪府豊中市,25,34.6937,135.5023
50代層,大阪府,大阪市西区,大阪府大阪市西区,12,34.6937,135.5023
50代層,大阪府,大阪市中央区,大阪府大阪市中央区,19,34.6937,135.5023
50代層,大阪府,大阪市東成区,大阪府大阪市東成区,11,34.6937,135.5023
50代層,大阪府,大阪市城東区,大阪府大阪市城東区,20,34.6937,135.5023
50代層,大阪府,大阪市住吉区,大阪府大阪市住吉区,13,34.6937,135.5023
50代層,大阪府,大阪市此花区,大阪府大阪市此花区,11,34.6937,135.5023
50代層,愛知県,名古屋市千種区,愛知県名古屋市千種区,1,35.0,135.0
50代層,奈良県,生駒郡三郷町,奈良県生駒郡三郷町,9,34.6851,135.805
50代層,兵庫県,丹波市,兵庫県丹波市,5,34.6913,135.183
50代層,兵庫県,朝来市,兵庫県朝来市,1,34.6913,135.183
50代層,京都府,福知山市,京都府福知山市,32,35.0116,135.7681
50代層,兵庫県,三田市,兵庫県三田市,6,34.6913,135.183
50代層,京都府,舞鶴市,京都府舞鶴市,26,35.0116,135.7681
50代層,山梨県,,山梨県,1,35.0,135.0
50代層,大阪府,大阪市都島区,大阪府大阪市都島区,26,34.6937,135.5023
50代層,大阪府,大阪市旭区,大阪府大阪市旭区,13,34.6937,135.5023
50代層,大阪府,守口市,大阪府守口市,29,34.6937,135.5023
50代層,兵庫県,西宮市,兵庫県西宮市,12,34.6913,135.183
50代層,兵庫県,尼崎市,兵庫県尼崎市,13,34.6913,135.183
50代層,滋賀県,守山市,滋賀県守山市,26,35.0045,135.8686
50代層,大阪府,堺市美原区,大阪府堺市美原区,2,34.6937,135.5023
50代層,大阪府,富田林市,大阪府富田林市,7,34.6937,135.5023
50代層,大阪府,羽曳野市,大阪府羽曳野市,5,34.6937,135.5023
50代層,大阪府,堺市西区,大阪府堺市西区,6,34.6937,135.5023
50代層,大阪府,松原市,大阪府松原市,5,34.6937,135.5023
50代層,大阪府,柏原市,大阪府柏原市,3,34.6937,135.5023
50代層,大阪府,堺市北区,大阪府堺市北区,8,34.6937,135.5023
50代層,大阪府,大阪市東住吉区,大阪府大阪市東住吉区,11,34.6937,135.5023
50代層,大阪府,藤井寺市,大阪府藤井寺市,4,34.6937,135.5023
50代層,大阪府,岸和田市,大阪府岸和田市,3,34.6937,135.5023
50代層,大阪府,堺市中区,大阪府堺市中区,4,34.6937,135.5023
50代層,大阪府,大阪市住之江区,大阪府大阪市住之江区,7,34.6937,135.5023
50代層,大阪府,大阪市浪速区,大阪府大阪市浪速区,15,34.6937,135.5023
50代層,大阪府,和泉市,大阪府和泉市,4,34.6937,135.5023
50代層,大阪府,河内長野市,大阪府河内長野市,4,34.6937,135.5023
50代層,大阪府,大阪狭山市,大阪府大阪狭山市,4,34.6937,135.5023
50代層,神奈川県,横浜市旭区,神奈川県横浜市旭区,3,35.4478,139.6425
50代層,大阪府,泉南郡熊取町,大阪府泉南郡熊取町,1,34.6937,135.5023
50代層,大阪府,高石市,大阪府高石市,2,34.6937,135.5023
50代層,奈良県,生駒郡平群町,奈良県生駒郡平群町,4,34.6851,135.805
50代層,大阪府,堺市南区,大阪府堺市南区,3,34.6937,135.5023
50代層,埼玉県,狭山市,埼玉県狭山市,2,35.8617,139.6455
50代層,奈良県,御所市,奈良県御所市,3,34.6851,135.805
50代層,大阪府,堺市堺区,大阪府堺市堺区,6,34.6937,135.5023
50代層,大阪府,大阪市阿倍野区,大阪府大阪市阿倍野区,17,34.6937,135.5023
50代層,奈良県,葛城市,奈良県葛城市,1,34.6851,135.805
50代層,大阪府,南河内郡河南町,大阪府南河内郡河南町,1,34.6937,135.5023
50代層,大阪府,泉佐野市,大阪府泉佐野市,3,34.6937,135.5023
50代層,神奈川県,横浜市港北区,神奈川県横浜市港北区,5,35.4478,139.6425
50代層,兵庫県,伊丹市,兵庫県伊丹市,4,34.6913,135.183
50代層,兵庫県,神戸市垂水区,兵庫県神戸市垂水区,4,34.6913,135.183
50代層,兵庫県,神戸市灘区,兵庫県神戸市灘区,6,34.6913,135.183
50代層,兵庫県,宝塚市,兵庫県宝塚市,3,34.6913,135.183
50代層,兵庫県,芦屋市,兵庫県芦屋市,5,34.6913,135.183
50代層,兵庫県,神戸市兵庫区,兵庫県神戸市兵庫区,3,34.6913,135.183
50代層,兵庫県,神戸市西区,兵庫県神戸市西区,4,34.6913,135.183
50代層,兵庫県,神戸市東灘区,兵庫県神戸市東灘区,6,34.6913,135.183
50代層,東京都,文京区,東京都文京区,4,35.6895,139.6917
50代層,兵庫県,姫路市,兵庫県姫路市,1,34.6913,135.183
50代層,兵庫県,神戸市中央区,兵庫県神戸市中央区,4,34.6913,135.183
50代層,兵庫県,神戸市須磨区,兵庫県神戸市須磨区,3,34.6913,135.183
50代層,東京都,港区,東京都港区,3,35.6895,139.6917
50代層,兵庫県,加古川市,兵庫県加古川市,3,34.6913,135.183
50代層,東京都,渋谷区,東京都渋谷区,6,35.6895,139.6917
50代層,広島県,広島市安芸区,広島県広島市安芸区,1,35.0,135.0
50代層,広島県,福山市,広島県福山市,2,35.0,135.0
50代層,広島県,広島市安佐南区,広島県広島市安佐南区,1,35.0,135.0
50代層,東京都,町田市,東京都町田市,2,35.6895,139.6917
50代層,奈良県,,奈良県,15,34.6851,135.805
50代層,滋賀県,野洲市,滋賀県野洲市,12,35.0045,135.8686
50代層,滋賀県,栗東市,滋賀県栗東市,17,35.0045,135.8686
50代層,京都府,乙訓郡大山崎町,京都府乙訓郡大山崎町,26,35.0116,135.7681
50代層,大阪府,門真市,大阪府門真市,19,34.6937,135.5023
50代層,滋賀県,湖南市,滋賀県湖南市,6,35.0045,135.8686
50代層,神奈川県,横浜市西区,神奈川県横浜市西区,2,35.4478,139.6425
50代層,神奈川県,横浜市南区,神奈川県横浜市南区,3,35.4478,139.6425
50代層,神奈川県,横浜市保土ケ谷区,神奈川県横浜市保土ケ谷区,2,35.4478,139.6425
50代層,神奈川県,横浜市磯子区,神奈川県横浜市磯子区,1,35.4478,139.6425
50代層,神奈川県,横浜市戸塚区,神奈川県横浜市戸塚区,1,35.4478,139.6425
50代層,神奈川県,横浜市瀬谷区,神奈川県横浜市瀬谷区,1,35.4478,139.6425
50代層,神奈川県,川崎市中原区,神奈川県川崎市中原区,3,35.4478,139.6425
50代層,神奈川県,横浜市金沢区,神奈川県横浜市金沢区,1,35.4478,139.6425
50代層,神奈川県,横浜市栄区,神奈川県横浜市栄区,1,35.4478,139.6425
50代層,神奈川県,横浜市泉区,神奈川県横浜市泉区,2,35.4478,139.6425
50代層,神奈川県,川崎市川崎区,神奈川県川崎市川崎区,2,35.4478,139.6425
50代層,東京都,品川区,東京都品川区,2,35.6895,139.6917
50代層,東京都,目黒区,東京都目黒区,4,35.6895,139.6917
50代層,神奈川県,相模原市南区,神奈川県相模原市南区,2,35.4478,139.6425
50代層,神奈川県,平塚市,神奈川県平塚市,1,35.4478,139.6425
50代層,神奈川県,鎌倉市,神奈川県鎌倉市,3,35.4478,139.6425
50代層,神奈川県,藤沢市,神奈川県藤沢市,2,35.4478,139.6425
50代層,神奈川県,茅ヶ崎市,神奈川県茅ヶ崎市,3,35.4478,139.6425
50代層,神奈川県,大和市,神奈川県大和市,1,35.4478,139.6425
50代層,神奈川県,座間市,神奈川県座間市,1,35.4478,139.6425
50代層,神奈川県,海老名市,神奈川県海老名市,1,35.4478,139.6425
50代層,神奈川県,厚木市,神奈川県厚木市,1,35.4478,139.6425
50代層,神奈川県,南足柄市,神奈川県南足柄市,1,35.4478,139.6425
50代層,神奈川県,逗子市,神奈川県逗子市,2,35.4478,139.6425
50代層,神奈川県,相模原市中央区,神奈川県相模原市中央区,1,35.4478,139.6425
50代層,千葉県,柏市,千葉県柏市,5,35.6074,140.1233
50代層,神奈川県,横浜市中区,神奈川県横浜市中区,2,35.4478,139.6425
50代層,神奈川県,高座郡寒川町,神奈川県高座郡寒川町,1,35.4478,139.6425
50代層,神奈川県,川崎市麻生区,神奈川県川崎市麻生区,1,35.4478,139.6425
50代層,神奈川県,横須賀市,神奈川県横須賀市,3,35.4478,139.6425
50代層,神奈川県,愛甲郡愛川町,神奈川県愛甲郡愛川町,1,35.4478,139.6425
50代層,神奈川県,横浜市都筑区,神奈川県横浜市都筑区,1,35.4478,139.6425
50代層,東京都,新宿区,東京都新宿区,4,35.6895,139.6917
50代層,神奈川県,伊勢原市,神奈川県伊勢原市,2,35.4478,139.6425
50代層,千葉県,流山市,千葉県流山市,2,35.6074,140.1233
50代層,神奈川県,川崎市高津区,神奈川県川崎市高津区,1,35.4478,139.6425
50代層,神奈川県,川崎市宮前区,神奈川県川崎市宮前区,1,35.4478,139.6425
50代層,東京都,多摩市,東京都多摩市,1,35.6895,139.6917
50代層,神奈川県,横浜市鶴見区,神奈川県横浜市鶴見区,3,35.4478,139.6425
50代層,神奈川県,川崎市多摩区,神奈川県川崎市多摩区,2,35.4478,139.6425
50代層,栃木県,那須塩原市,栃木県那須塩原市,1,36.5657,139.8836
50代層,神奈川県,小田原市,神奈川県小田原市,1,35.4478,139.6425
50代層,東京都,調布市,東京都調布市,2,35.6895,139.6917
50代層,神奈川県,横浜市港南区,神奈川県横浜市港南区,1,35.4478,139.6425
50代層,東京都,足立区,東京都足立区,3,35.6895,139.6917
50代層,神奈川県,横浜市青葉区,神奈川県横浜市青葉区,4,35.4478,139.6425
50代層,大阪府,三島郡島本町,大阪府三島郡島本町,15,34.6937,135.5023
50代層,京都府,綾部市,京都府綾部市,4,35.0116,135.7681
50代層,福井県,小浜市,福井県小浜市,3,35.0,135.0
50代層,福井県,大飯郡高浜町,福井県大飯郡高浜町,3,35.0,135.0
50代層,福井県,大飯郡おおい町,福井県大飯郡おおい町,2,35.0,135.0
50代層,福井県,三方上中郡若狭町,福井県三方上中郡若狭町,1,35.0,135.0
50代層,京都府,宮津市,京都府宮津市,11,35.0116,135.7681
50代層,京都府,綴喜郡井手町,京都府綴喜郡井手町,12,35.0116,135.7681
50代層,奈良県,生駒郡斑鳩町,奈良県生駒郡斑鳩町,2,34.6851,135.805
50代層,奈良県,北葛城郡河合町,奈良県北葛城郡河合町,2,34.6851,135.805
50代層,大阪府,大阪市福島区,大阪府大阪市福島区,11,34.6937,135.5023
50代層,兵庫県,小野市,兵庫県小野市,2,34.6913,135.183
50代層,兵庫県,神戸市北区,兵庫県神戸市北区,7,34.6913,135.183
50代層,大阪府,大阪市大正区,大阪府大阪市大正区,7,34.6937,135.5023
50代層,奈良県,磯城郡田原本町,奈良県磯城郡田原本町,5,34.6851,135.805
50代層,奈良県,北葛城郡王寺町,奈良県北葛城郡王寺町,4,34.6851,135.805
50代層,奈良県,北葛城郡上牧町,奈良県北葛城郡上牧町,3,34.6851,135.805
50代層,奈良県,山辺郡山添村,奈良県山辺郡山添村,1,34.6851,135.805
50代層,奈良県,吉野郡大淀町,奈良県吉野郡大淀町,1,34.6851,135.805
50代層,奈良県,磯城郡三宅町,奈良県磯城郡三宅町,1,34.6851,135.805
50代層,愛知県,名古屋市港区,愛知県名古屋市港区,1,35.0,135.0
50代層,愛知県,名古屋市熱田区,愛知県名古屋市熱田区,1,35.0,135.0
50代層,兵庫県,,兵庫県,8,34.6913,135.183
50代層,福岡県,,福岡県,2,35.0,135.0
50代層,福岡県,福岡市東区,福岡県福岡市東区,3,35.0,135.0
50代層,福岡県,福岡市博多区,福岡県福岡市博多区,2,35.0,135.0
50代層,福岡県,糟屋郡粕屋町,福岡県糟屋郡粕屋町,1,35.0,135.0
50代層,福岡県,糟屋郡志免町,福岡県糟屋郡志免町,1,35.0,135.0
50代層,兵庫県,加東市,兵庫県加東市,1,34.6913,135.183
50代層,兵庫県,洲本市,兵庫県洲本市,1,34.6913,135.183
50代層,兵庫県,西脇市,兵庫県西脇市,1,34.6913,135.183
50代層,兵庫県,三木市,兵庫県三木市,3,34.6913,135.183
50代層,兵庫県,多可郡多可町,兵庫県多可郡多可町,1,34.6913,135.183
50代層,兵庫県,明石市,兵庫県明石市,3,34.6913,135.183
50代層,兵庫県,神戸市長田区,兵庫県神戸市長田区,2,34.6913,135.183
50代層,兵庫県,加古郡稲美町,兵庫県加古郡稲美町,1,34.6913,135.183
50代層,石川県,能美市,石川県能美市,1,35.0,135.0
50代層,石川県,小松市,石川県小松市,1,35.0,135.0
50代層,石川県,金沢市,石川県金沢市,3,35.0,135.0
50代層,石川県,加賀市,石川県加賀市,1,35.0,135.0
50代層,大阪府,堺市東区,大阪府堺市東区,3,34.6937,135.5023
50代層,奈良県,吉野郡下北山村,奈良県吉野郡下北山村,1,34.6851,135.805
50代層,千葉県,船橋市,千葉県船橋市,3,35.6074,140.1233
50代層,千葉県,松戸市,千葉県松戸市,2,35.6074,140.1233
50代層,奈良県,桜井市,奈良県桜井市,2,34.6851,135.805
