ペルソナ名,都道府県,市区町村,キー,人数,緯度,経度
30代層,東京都,西多摩郡檜原村,東京都西多摩郡檜原村,1,35.6895,139.6917
30代層,東京都,あきる野市,東京都あきる野市,2,35.6895,139.6917
30代層,大阪府,堺市中区,大阪府堺市中区,5,34.6937,135.5023
30代層,神奈川県,川崎市高津区,神奈川県川崎市高津区,1,35.4478,139.6425
30代層,千葉県,千葉市花見川区,千葉県千葉市花見川区,2,35.6074,140.1233
30代層,奈良県,,奈良県,6,34.6851,135.805
30代層,京都府,乙訓郡大山崎町,京都府乙訓郡大山崎町,12,35.0116,135.7681
30代層,滋賀県,長浜市,滋賀県長浜市,6,35.0045,135.8686
30代層,神奈川県,逗子市,神奈川県逗子市,1,35.4478,139.6425
30代層,兵庫県,豊岡市,兵庫県豊岡市,1,34.6913,135.183
30代層,兵庫県,養父市,兵庫県養父市,1,34.6913,135.183
30代層,兵庫県,朝来市,兵庫県朝来市,1,34.6913,135.183
30代層,滋賀県,愛知郡愛荘町,滋賀県愛知郡愛荘町,1,35.0045,135.8686
30代層,京都府,宮津市,京都府宮津市,3,35.0116,135.7681
30代層,岐阜県,,岐阜県,1,35.0,135.0
30代層,福井県,,福井県,1,35.0,135.0
30代層,京都府,相楽郡和束町,京都府相楽郡和束町,1,35.0116,135.7681
30代層,京都府,綴喜郡井手町,京都府綴喜郡井手町,1,35.0116,135.7681
30代層,滋賀県,蒲生郡日野町,滋賀県蒲生郡日野町,1,35.0045,135.8686
30代層,福井県,大飯郡おおい町,福井県大飯郡おおい町,1,35.0,135.0
30代層,広島県,竹原市,広島県竹原市,1,35.0,135.0
30代層,愛知県,名古屋市北区,愛知県名古屋市北区,1,35.0,135.0
30代層,三重県,伊勢市,三重県伊勢市,1,35.0,135.0
30代層,三重県,度会郡玉城町,三重県度会郡玉城町,1,35.0,135.0
30代層,三重県,多気郡明和町,三重県多気郡明和町,1,35.0,135.0
30代層,三重県,松阪市,三重県松阪市,1,35.0,135.0
30代層,三重県,亀山市,三重県亀山市,1,35.0,135.0
30代層,千葉県,鎌ケ谷市,千葉県鎌ケ谷市,1,35.6074,140.1233
30代層,千葉県,千葉市若葉区,千葉県千葉市若葉区,1,35.6074,140.1233
30代層,三重県,度会郡大紀町,三重県度会郡大紀町,1,35.0,135.0
30代層,山梨県,上野原市,山梨県上野原市,1,35.0,135.0
30代層,三重県,いなべ市,三重県いなべ市,1,35.0,135.0
30代層,東京都,神津島村,東京都神津島村,1,35.6895,139.6917
30代層,埼玉県,春日部市,埼玉県春日部市,1,35.8617,139.6455
30代層,山梨県,笛吹市,山梨県笛吹市,1,35.0,135.0
30代層,三重県,志摩市,三重県志摩市,1,35.0,135.0
30代層,千葉県,八街市,千葉県八街市,1,35.6074,140.1233
30代層,千葉県,富里市,千葉県富里市,1,35.6074,140.1233
30代層,千葉県,袖ケ浦市,千葉県袖ケ浦市,1,35.6074,140.1233
30代層,山梨県,甲府市,山梨県甲府市,1,35.0,135.0
30代層,千葉県,成田市,千葉県成田市,1,35.6074,140.1233
30代層,東京都,西多摩郡日の出町,東京都西多摩郡日の出町,1,35.6895,139.6917
30代層,三重県,度会郡度会町,三重県度会郡度会町,1,35.0,135.0
30代層,三重県,多気郡多気町,三重県多気郡多気町,1,35.0,135.0
30代層,奈良県,吉野郡下北山村,奈良県吉野郡下北山村,1,34.6851,135.805
30代層,三重県,鳥羽市,三重県鳥羽市,1,35.0,135.0
30代層,奈良県,磯城郡川西町,奈良県磯城郡川西町,1,34.6851,135.805
30代層,埼玉県,蓮田市,埼玉県蓮田市,1,35.8617,139.6455
30代層,茨城県,稲敷郡阿見町,茨城県稲敷郡阿見町,1,36.3418,140.4467
30代層,三重県,北牟婁郡紀北町,三重県北牟婁郡紀北町,1,35.0,135.0
30代層,奈良県,山辺郡山添村,奈良県山辺郡山添村,1,34.6851,135.805
30代層,千葉県,八千代市,千葉県八千代市,1,35.6074,140.1233
30代層,福岡県,,福岡県,2,35.0,135.0
30代層,兵庫県,加東市,兵庫県加東市,1,34.6913,135.183
30代層,沖縄県,宜野湾市,沖縄県宜野湾市,1,35.0,135.0
30代層,兵庫県,淡路市,兵庫県淡路市,1,34.6913,135.183
30代層,京都府,与謝郡与謝野町,京都府与謝郡与謝野町,5,35.0116,135.7681
30代層,鹿児島県,南九州市,鹿児島県南九州市,1,35.0,135.0
30代層,鹿児島県,日置市,鹿児島県日置市,1,35.0,135.0
30代層,鹿児島県,霧島市,鹿児島県霧島市,1,35.0,135.0
30代層,鹿児島県,いちき串木野市,鹿児島県いちき串木野市,1,35.0,135.0
30代層,鹿児島県,姶良市,鹿児島県姶良市,1,35.0,135.0
30代層,京都府,相楽郡南山城村,京都府相楽郡南山城村,1,35.0116,135.7681
30代層,和歌山県,海南市,和歌山県海南市,1,35.0,135.0
30代層,和歌山県,,和歌山県,1,35.0,135.0
30代層,愛知県,豊橋市,愛知県豊橋市,1,35.0,135.0
30代層,奈良県,吉野郡下市町,奈良県吉野郡下市町,1,34.6851,135.805
30代層,京都府,与謝郡伊根町,京都府与謝郡伊根町,1,35.0116,135.7681
30代層,兵庫県,神崎郡市川町,兵庫県神崎郡市川町,1,34.6913,135.183
30代層,岡山県,,岡山県,1,35.0,135.0
30代層,兵庫県,神崎郡神河町,兵庫県神崎郡神河町,1,34.6913,135.183
30代層,長野県,,長野県,1,35.0,135.0
30代層,宮城県,,宮城県,1,35.0,135.0
30代層,富山県,,富山県,1,35.0,135.0
30代層,三重県,,三重県,1,35.0,135.0
30代層,秋田県,,秋田県,1,35.0,135.0
30代層,香川県,仲多度郡多度津町,香川県仲多度郡多度津町,1,35.0,135.0
30代層,高知県,香美市,高知県香美市,1,35.0,135.0
30代層,愛媛県,四国中央市,愛媛県四国中央市,1,35.0,135.0
30代層,香川県,丸亀市,香川県丸亀市,1,35.0,135.0
30代層,石川県,,石川県,1,35.0,135.0
30代層,香川県,,香川県,1,35.0,135.0
30代層,愛知県,常滑市,愛知県常滑市,1,35.0,135.0
30代層,愛知県,高浜市,愛知県高浜市,1,35.0,135.0
40代層,奈良県,奈良市,奈良県奈良市,76,34.6851,135.805
40代層,京都府,木津川市,京都府木津川市,93,35.0116,135.7681
40代層,滋賀県,大津市,滋賀県大津市,77,35.0045,135.8686
40代層,京都府,京都市山科区,京都府京都市山科区,207,35.0116,135.7681
40代層,京都府,京都市右京区,京都府京都市右京区,240,35.0116,135.7681
40代層,京都府,京都市左京区,京都府京都市左京区,117,35.0116,135.7681
40代層,京都府,京都市上京区,京都府京都市上京区,107,35.0116,135.7681
40代層,京都府,京都市伏見区,京都府京都市伏見区,323,35.0116,135.7681
40代層,京都府,京都市中京区,京都府京都市中京区,187,35.0116,135.7681
40代層,京都府,城陽市,京都府城陽市,91,35.0116,135.7681
40代層,京都府,相楽郡精華町,京都府相楽郡精華町,51,35.0116,135.7681
40代層,京都府,京田辺市,京都府京田辺市,75,35.0116,135.7681
40代層,愛知県,半田市,愛知県半田市,2,35.0,135.0
40代層,愛知県,碧南市,愛知県碧南市,1,35.0,135.0
40代層,愛知県,常滑市,愛知県常滑市,1,35.0,135.0
40代層,愛知県,知多市,愛知県知多市,1,35.0,135.0
40代層,京都府,京都市下京区,京都府京都市下京区,178,35.0116,135.7681
40代層,京都府,京都市南区,京都府京都市南区,182,35.0116,135.7681
40代層,京都府,京都市北区,京都府京都市北区,121,35.0116,135.7681
40代層,大阪府,高槻市,大阪府高槻市,51,34.6937,135.5023
40代層,京都府,京都市西京区,京都府京都市西京区,180,35.0116,135.7681
40代層,大阪府,箕面市,大阪府箕面市,13,34.6937,135.5023
40代層,大阪府,大阪市東淀川区,大阪府大阪市東淀川区,21,34.6937,135.5023
40代層,京都府,長岡京市,京都府長岡京市,109,35.0116,135.7681
40代層,大阪府,池田市,大阪府池田市,9,34.6937,135.5023
40代層,大阪府,茨木市,大阪府茨木市,30,34.6937,135.5023
40代層,大阪府,豊中市,大阪府豊中市,28,34.6937,135.5023
40代層,大阪府,吹田市,大阪府吹田市,29,34.6937,135.5023
40代層,京都府,向日市,京都府向日市,71,35.0116,135.7681
40代層,大阪府,摂津市,大阪府摂津市,17,34.6937,135.5023
40代層,大阪府,寝屋川市,大阪府寝屋川市,30,34.6937,135.5023
40代層,大阪府,枚方市,大阪府枚方市,115,34.6937,135.5023
40代層,大阪府,大阪市淀川区,大阪府大阪市淀川区,24,34.6937,135.5023
40代層,大阪府,大阪市北区,大阪府大阪市北区,27,34.6937,135.5023
40代層,京都府,宇治市,京都府宇治市,167,35.0116,135.7681
40代層,京都府,八幡市,京都府八幡市,83,35.0116,135.7681
40代層,京都府,,京都府,116,35.0116,135.7681
40代層,大阪府,大阪市西淀川区,大阪府大阪市西淀川区,14,34.6937,135.5023
40代層,京都府,京都市東山区,京都府京都市東山区,75,35.0116,135.7681
40代層,兵庫県,神戸市東灘区,兵庫県神戸市東灘区,5,34.6913,135.183
40代層,兵庫県,神戸市灘区,兵庫県神戸市灘区,9,34.6913,135.183
40代層,兵庫県,芦屋市,兵庫県芦屋市,7,34.6913,135.183
40代層,兵庫県,神戸市中央区,兵庫県神戸市中央区,9,34.6913,135.183
40代層,京都府,船井郡京丹波町,京都府船井郡京丹波町,6,35.0116,135.7681
40代層,京都府,南丹市,京都府南丹市,27,35.0116,135.7681
40代層,滋賀県,栗東市,滋賀県栗東市,20,35.0045,135.8686
40代層,京都府,亀岡市,京都府亀岡市,69,35.0116,135.7681
40代層,大阪府,豊能郡能勢町,大阪府豊能郡能勢町,3,34.6937,135.5023
40代層,兵庫県,川辺郡猪名川町,兵庫県川辺郡猪名川町,3,34.6913,135.183
40代層,京都府,綴喜郡井手町,京都府綴喜郡井手町,5,35.0116,135.7681
40代層,兵庫県,川西市,兵庫県川西市,3,34.6913,135.183
40代層,兵庫県,宝塚市,兵庫県宝塚市,6,34.6913,135.183
40代層,兵庫県,伊丹市,兵庫県伊丹市,5,34.6913,135.183
40代層,兵庫県,丹波篠山市,兵庫県丹波篠山市,3,34.6913,135.183
40代層,大阪府,守口市,大阪府守口市,18,34.6937,135.5023
40代層,大阪府,門真市,大阪府門真市,16,34.6937,135.5023
40代層,大阪府,大阪市都島区,大阪府大阪市都島区,17,34.6937,135.5023
40代層,大阪府,大阪市中央区,大阪府大阪市中央区,22,34.6937,135.5023
40代層,奈良県,生駒市,奈良県生駒市,28,34.6851,135.805
40代層,大阪府,東大阪市,大阪府東大阪市,28,34.6937,135.5023
40代層,奈良県,生駒郡平群町,奈良県生駒郡平群町,3,34.6851,135.805
40代層,大阪府,大阪市浪速区,大阪府大阪市浪速区,13,34.6937,135.5023
40代層,兵庫県,丹波市,兵庫県丹波市,3,34.6913,135.183
40代層,静岡県,富士市,静岡県富士市,2,35.0,135.0
40代層,東京都,板橋区,東京都板橋区,4,35.6895,139.6917
40代層,埼玉県,新座市,埼玉県新座市,1,35.8617,139.6455
40代層,埼玉県,川越市,埼玉県川越市,2,35.8617,139.6455
40代層,埼玉県,鴻巣市,埼玉県鴻巣市,2,35.8617,139.6455
40代層,神奈川県,横浜市旭区,神奈川県横浜市旭区,1,35.4478,139.6425
40代層,神奈川県,鎌倉市,神奈川県鎌倉市,3,35.4478,139.6425
40代層,神奈川県,足柄下郡湯河原町,神奈川県足柄下郡湯河原町,1,35.4478,139.6425
40代層,東京都,北区,東京都北区,3,35.6895,139.6917
40代層,埼玉県,入間郡三芳町,埼玉県入間郡三芳町,1,35.8617,139.6455
40代層,神奈川県,大和市,神奈川県大和市,3,35.4478,139.6425
40代層,千葉県,船橋市,千葉県船橋市,4,35.6074,140.1233
40代層,千葉県,千葉市若葉区,千葉県千葉市若葉区,2,35.6074,140.1233
40代層,千葉県,千葉市緑区,千葉県千葉市緑区,1,35.6074,140.1233
40代層,千葉県,佐倉市,千葉県佐倉市,1,35.6074,140.1233
40代層,千葉県,旭市,千葉県旭市,1,35.6074,140.1233
40代層,埼玉県,川口市,埼玉県川口市,3,35.8617,139.6455
40代層,埼玉県,飯能市,埼玉県飯能市,1,35.8617,139.6455
40代層,埼玉県,桶川市,埼玉県桶川市,2,35.8617,139.6455
40代層,埼玉県,白岡市,埼玉県白岡市,2,35.8617,139.6455
40代層,埼玉県,北足立郡伊奈町,埼玉県北足立郡伊奈町,1,35.8617,139.6455
40代層,埼玉県,春日部市,埼玉県春日部市,3,35.8617,139.6455
40代層,埼玉県,東松山市,埼玉県東松山市,2,35.8617,139.6455
40代層,埼玉県,比企郡川島町,埼玉県比企郡川島町,1,35.8617,139.6455
40代層,埼玉県,さいたま市西区,埼玉県さいたま市西区,2,35.8617,139.6455
40代層,神奈川県,相模原市南区,神奈川県相模原市南区,5,35.4478,139.6425
40代層,神奈川県,藤沢市,神奈川県藤沢市,4,35.4478,139.6425
40代層,兵庫県,,兵庫県,13,34.6913,135.183
40代層,大阪府,,大阪府,36,34.6937,135.5023
40代層,愛知県,,愛知県,6,35.0,135.0
40代層,岐阜県,,岐阜県,4,35.0,135.0
40代層,三重県,,三重県,3,35.0,135.0
40代層,京都府,久世郡久御山町,京都府久世郡久御山町,27,35.0116,135.7681
40代層,大阪府,交野市,大阪府交野市,26,34.6937,135.5023
40代層,兵庫県,尼崎市,兵庫県尼崎市,13,34.6913,135.183
40代層,大阪府,堺市中区,大阪府堺市中区,8,34.6937,135.5023
40代層,兵庫県,神戸市長田区,兵庫県神戸市長田区,3,34.6913,135.183
40代層,大阪府,大阪市住之江区,大阪府大阪市住之江区,13,34.6937,135.5023
40代層,大阪府,堺市美原区,大阪府堺市美原区,3,34.6937,135.5023
40代層,大阪府,大阪市天王寺区,大阪府大阪市天王寺区,9,34.6937,135.5023
40代層,大阪府,大阪市東成区,大阪府大阪市東成区,17,34.6937,135.5023
40代層,大阪府,大阪市住吉区,大阪府大阪市住吉区,19,34.6937,135.5023
40代層,大阪府,堺市南区,大阪府堺市南区,8,34.6937,135.5023
40代層,大阪府,岸和田市,大阪府岸和田市,5,34.6937,135.5023
40代層,大阪府,大阪市生野区,大阪府大阪市生野区,20,34.6937,135.5023
40代層,大阪府,大東市,大阪府大東市,13,34.6937,135.5023
40代層,大阪府,八尾市,大阪府八尾市,13,34.6937,135.5023
40代層,大阪府,大阪市旭区,大阪府大阪市旭区,11,34.6937,135.5023
40代層,大阪府,大阪市平野区,大阪府大阪市平野区,14,34.6937,135.5023
40代層,千葉県,習志野市,千葉県習志野市,1,35.6074,140.1233
40代層,大阪府,大阪市港区,大阪府大阪市港区,9,34.6937,135.5023
40代層,大阪府,堺市北区,大阪府堺市北区,8,34.6937,135.5023
40代層,大阪府,大阪市阿倍野区,大阪府大阪市阿倍野区,10,34.6937,135.5023
40代層,大阪府,堺市堺区,大阪府堺市堺区,9,34.6937,135.5023
40代層,大阪府,堺市西区,大阪府堺市西区,5,34.6937,135.5023
40代層,大阪府,大阪市鶴見区,大阪府大阪市鶴見区,10,34.6937,135.5023
40代層,大阪府,大阪市西区,大阪府大阪市西区,15,34.6937,135.5023
40代層,兵庫県,淡路市,兵庫県淡路市,1,34.6913,135.183
40代層,兵庫県,西宮市,兵庫県西宮市,14,34.6913,135.183
40代層,東京都,品川区,東京都品川区,4,35.6895,139.6917
40代層,大阪府,四條畷市,大阪府四條畷市,7,34.6937,135.5023
40代層,大阪府,大阪市東住吉区,大阪府大阪市東住吉区,12,34.6937,135.5023
40代層,大阪府,松原市,大阪府松原市,3,34.6937,135.5023
40代層,大阪府,和泉市,大阪府和泉市,6,34.6937,135.5023
40代層,神奈川県,川崎市多摩区,神奈川県川崎市多摩区,1,35.4478,139.6425
40代層,神奈川県,相模原市緑区,神奈川県相模原市緑区,3,35.4478,139.6425
40代層,神奈川県,横浜市磯子区,神奈川県横浜市磯子区,3,35.4478,139.6425
40代層,神奈川県,茅ヶ崎市,神奈川県茅ヶ崎市,3,35.4478,139.6425
40代層,神奈川県,横浜市西区,神奈川県横浜市西区,2,35.4478,139.6425
40代層,大阪府,大阪市西成区,大阪府大阪市西成区,18,34.6937,135.5023
40代層,神奈川県,川崎市川崎区,神奈川県川崎市川崎区,5,35.4478,139.6425
40代層,神奈川県,横浜市南区,神奈川県横浜市南区,3,35.4478,139.6425
40代層,東京都,渋谷区,東京都渋谷区,6,35.6895,139.6917
40代層,東京都,世田谷区,東京都世田谷区,3,35.6895,139.6917
40代層,東京都,港区,東京都港区,5,35.6895,139.6917
40代層,神奈川県,横浜市戸塚区,神奈川県横浜市戸塚区,3,35.4478,139.6425
40代層,神奈川県,横浜市泉区,神奈川県横浜市泉区,2,35.4478,139.6425
40代層,大阪府,大阪市福島区,大阪府大阪市福島区,11,34.6937,135.5023
40代層,大阪府,羽曳野市,大阪府羽曳野市,6,34.6937,135.5023
40代層,大阪府,貝塚市,大阪府貝塚市,2,34.6937,135.5023
40代層,神奈川県,横浜市青葉区,神奈川県横浜市青葉区,3,35.4478,139.6425
40代層,東京都,千代田区,東京都千代田区,4,35.6895,139.6917
40代層,東京都,文京区,東京都文京区,3,35.6895,139.6917
40代層,大阪府,大阪市城東区,大阪府大阪市城東区,19,34.6937,135.5023
40代層,神奈川県,三浦郡葉山町,神奈川県三浦郡葉山町,1,35.4478,139.6425
40代層,神奈川県,川崎市宮前区,神奈川県川崎市宮前区,3,35.4478,139.6425
40代層,神奈川県,横浜市保土ケ谷区,神奈川県横浜市保土ケ谷区,3,35.4478,139.6425
40代層,福岡県,福岡市博多区,福岡県福岡市博多区,2,35.0,135.0
40代層,東京都,杉並区,東京都杉並区,3,35.6895,139.6917
40代層,東京都,中央区,東京都中央区,5,35.6895,139.6917
40代層,滋賀県,草津市,滋賀県草津市,38,35.0045,135.8686
40代層,大阪府,高石市,大阪府高石市,3,34.6937,135.5023
40代層,東京都,新宿区,東京都新宿区,3,35.6895,139.6917
