prefecture,municipality,location,total_applicants,top_age_group,top_age_ratio,female_ratio,male_ratio,national_license_rate,top_employment_status,top_employment_ratio,avg_qualification_count,latitude,longitude
茨城県,,茨城県,6,60代,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.16666666666666666,就業中,1.0,3.3333333333333335,36.34,140.45
岡山県,,岡山県,6,40代,0.5,0.0,1.0,0.0,就業中,1.0,5.666666666666667,34.66,133.92
愛知県,あま市,愛知県あま市,6,30代,0.3333333333333333,0.5,0.5,0.16666666666666666,就業中,0.6666666666666666,4.166666666666667,35.18,136.91
広島県,広島市南区,広島県広島市南区,6,30代,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,就業中,0.5,2.1666666666666665,34.4,132.46
広島県,広島市佐伯区,広島県広島市佐伯区,6,20代,0.5,0.3333333333333333,0.6666666666666667,0.0,就業中,0.5,2.3333333333333335,34.4,132.46
愛知県,小牧市,愛知県小牧市,6,60代,0.3333333333333333,0.5,0.5,0.16666666666666666,就業中,0.6666666666666666,2.5,35.18,136.91
大阪府,泉南市,大阪府泉南市,6,40代,0.3333333333333333,0.5,0.5,0.3333333333333333,離職中,0.5,4.0,34.69,135.5
三重県,鈴鹿市,三重県鈴鹿市,6,60代,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.16666666666666666,就業中,0.8333333333333334,2.1666666666666665,34.73,136.51
愛知県,豊田市,愛知県豊田市,6,60代,0.3333333333333333,0.8333333333333334,0.16666666666666663,0.3333333333333333,離職中,0.5,2.3333333333333335,35.18,136.91
岐阜県,,岐阜県,6,40代,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.0,就業中,1.0,2.6666666666666665,35.39,136.72
大阪府,豊能郡能勢町,大阪府豊能郡能勢町,6,40代,0.5,0.5,0.5,0.0,就業中,0.6666666666666666,1.8333333333333333,34.69,135.5
栃木県,宇都宮市,栃木県宇都宮市,6,30代,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,就業中,0.8333333333333334,4.333333333333333,36.57,139.88
埼玉県,熊谷市,埼玉県熊谷市,6,60代,0.5,0.16666666666666666,0.8333333333333334,0.0,就業中,0.8333333333333334,5.666666666666667,35.86,139.65
東京都,あきる野市,東京都あきる野市,6,60代,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,就業中,0.6666666666666666,4.0,35.69,139.69
埼玉県,白岡市,埼玉県白岡市,6,40代,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.16666666666666666,就業中,0.6666666666666666,3.8333333333333335,35.86,139.65
愛知県,豊橋市,愛知県豊橋市,6,20代,0.5,0.6666666666666666,0.33333333333333337,0.16666666666666666,就業中,0.6666666666666666,2.0,35.18,136.91
静岡県,富士市,静岡県富士市,6,60代,0.5,0.5,0.5,0.16666666666666666,就業中,0.8333333333333334,3.5,34.98,138.38
東京都,国立市,東京都国立市,6,30代,0.3333333333333333,0.5,0.5,0.0,就業中,0.8333333333333334,3.0,35.69,139.69
東京都,西多摩郡瑞穂町,東京都西多摩郡瑞穂町,6,30代,0.6666666666666666,0.5,0.5,0.0,就業中,0.5,2.3333333333333335,35.69,139.69
福岡県,春日市,福岡県春日市,6,30代,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.3333333333333333,就業中,0.6666666666666666,2.6666666666666665,33.61,130.42
埼玉県,戸田市,埼玉県戸田市,6,30代,0.5,0.5,0.5,0.0,就業中,1.0,3.5,35.86,139.65
奈良県,磯城郡三宅町,奈良県磯城郡三宅町,6,60代,0.3333333333333333,0.5,0.5,0.16666666666666666,離職中,0.5,3.6666666666666665,34.69,135.83
東京都,東村山市,東京都東村山市,6,60代,0.5,0.3333333333333333,0.6666666666666667,0.0,就業中,0.6666666666666666,3.3333333333333335,35.69,139.69
東京都,青梅市,東京都青梅市,6,30代,0.8333333333333334,0.5,0.5,0.0,就業中,0.6666666666666666,2.0,35.69,139.69
沖縄県,,沖縄県,6,50代,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.0,就業中,0.8333333333333334,3.5,26.21,127.68
奈良県,北葛城郡広陵町,奈良県北葛城郡広陵町,6,60代,0.3333333333333333,0.8333333333333334,0.16666666666666663,0.16666666666666666,就業中,0.6666666666666666,3.6666666666666665,34.69,135.83
栃木県,小山市,栃木県小山市,6,30代,0.3333333333333333,0.5,0.5,0.0,就業中,0.6666666666666666,2.5,36.57,139.88
埼玉県,深谷市,埼玉県深谷市,6,60代,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.0,就業中,0.8333333333333334,3.6666666666666665,35.86,139.65
神奈川県,座間市,神奈川県座間市,6,30代,0.3333333333333333,0.5,0.5,0.16666666666666666,就業中,0.5,2.8333333333333335,35.45,139.64
千葉県,我孫子市,千葉県我孫子市,6,30代,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,就業中,0.6666666666666666,3.0,35.61,140.11
千葉県,野田市,千葉県野田市,6,60代,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,離職中,0.5,3.3333333333333335,35.61,140.11
沖縄県,那覇市,沖縄県那覇市,6,60代,0.5,0.3333333333333333,0.6666666666666667,0.0,就業中,0.8333333333333334,6.166666666666667,26.21,127.68
群馬県,高崎市,群馬県高崎市,6,60代,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,就業中,0.8333333333333334,3.5,36.39,139.06
福井県,大飯郡おおい町,福井県大飯郡おおい町,6,40代,0.5,0.6666666666666666,0.33333333333333337,0.0,就業中,0.5,3.1666666666666665,36.07,136.22
三重県,伊賀市,三重県伊賀市,6,40代,0.5,0.8333333333333334,0.16666666666666663,0.0,就業中,0.8333333333333334,1.3333333333333333,34.73,136.51
愛知県,半田市,愛知県半田市,6,30代,0.3333333333333333,0.8333333333333334,0.16666666666666663,0.16666666666666666,就業中,0.6666666666666666,2.6666666666666665,35.18,136.91
埼玉県,さいたま市中央区,埼玉県さいたま市中央区,6,30代,0.3333333333333333,0.5,0.5,0.0,就業中,0.8333333333333334,4.833333333333333,35.86,139.65
静岡県,静岡市葵区,静岡県静岡市葵区,6,60代,0.5,0.6666666666666666,0.33333333333333337,0.16666666666666666,就業中,0.6666666666666666,3.1666666666666665,34.98,138.38
神奈川県,伊勢原市,神奈川県伊勢原市,5,30代,0.4,0.6,0.4,0.4,就業中,0.8,2.6,35.45,139.64
埼玉県,さいたま市浦和区,埼玉県さいたま市浦和区,5,60代,0.4,0.2,0.8,0.0,就業中,1.0,5.8,35.86,139.65
岐阜県,多治見市,岐阜県多治見市,5,30代,0.4,0.8,0.19999999999999996,0.4,就業中,0.6,3.8,35.39,136.72
京都府,相楽郡和束町,京都府相楽郡和束町,5,50代,0.4,0.8,0.19999999999999996,0.2,就業中,1.0,2.0,35.02,135.75
愛知県,豊明市,愛知県豊明市,5,30代,0.4,0.6,0.4,0.2,就業中,0.6,3.0,35.18,136.91
静岡県,富士宮市,静岡県富士宮市,5,60代,0.4,0.6,0.4,0.2,就業中,0.6,3.0,34.98,138.38
茨城県,水戸市,茨城県水戸市,5,60代,0.6,0.4,0.6,0.0,就業中,1.0,4.2,36.34,140.45
埼玉県,加須市,埼玉県加須市,5,30代,0.4,0.4,0.6,0.0,就業中,0.6,3.2,35.86,139.65
栃木県,足利市,栃木県足利市,5,60代,0.4,0.2,0.8,0.0,就業中,1.0,3.0,36.57,139.88
茨城県,取手市,茨城県取手市,5,60代,0.4,0.2,0.8,0.0,就業中,0.8,4.8,36.34,140.45
茨城県,ひたちなか市,茨城県ひたちなか市,5,60代,0.4,0.4,0.6,0.0,就業中,0.8,4.6,36.34,140.45
奈良県,吉野郡大淀町,奈良県吉野郡大淀町,5,30代,0.4,0.4,0.6,0.0,就業中,0.8,3.6,34.69,135.83
福岡県,那珂川市,福岡県那珂川市,5,60代,0.2,0.4,0.6,0.0,就業中,0.6,2.8,33.61,130.42
群馬県,伊勢崎市,群馬県伊勢崎市,5,20代,0.4,0.4,0.6,0.2,就業中,1.0,2.8,36.39,139.06
福岡県,福岡市城南区,福岡県福岡市城南区,5,70歳以上,0.4,0.4,0.6,0.2,就業中,0.8,2.4,33.61,130.42
沖縄県,沖縄市,沖縄県沖縄市,5,30代,0.4,0.6,0.4,0.0,就業中,0.8,2.6,26.21,127.68
愛知県,江南市,愛知県江南市,5,60代,0.4,0.6,0.4,0.4,離職中,0.6,3.8,35.18,136.91
茨城県,結城市,茨城県結城市,5,30代,0.4,0.6,0.4,0.2,就業中,1.0,2.2,36.34,140.45
岡山県,岡山市北区,岡山県岡山市北区,5,40代,0.4,0.8,0.19999999999999996,0.0,就業中,0.6,3.6,34.66,133.92
広島県,廿日市市,広島県廿日市市,5,30代,0.4,0.2,0.8,0.0,就業中,0.6,1.0,34.4,132.46
高知県,高知市,高知県高知市,5,20代,0.6,0.6,0.4,0.0,就業中,0.6,5.4,33.56,133.53
奈良県,生駒郡安堵町,奈良県生駒郡安堵町,5,30代,0.4,0.8,0.19999999999999996,0.2,就業中,0.8,2.6,34.69,135.83
埼玉県,蓮田市,埼玉県蓮田市,5,60代,0.4,0.2,0.8,0.0,就業中,1.0,8.0,35.86,139.65
三重県,桑名市,三重県桑名市,5,30代,0.4,0.8,0.19999999999999996,0.2,就業中,0.8,5.8,34.73,136.51
兵庫県,西脇市,兵庫県西脇市,5,60代,0.4,0.2,0.8,0.0,就業中,0.8,3.2,34.69,135.18
東京都,小金井市,東京都小金井市,5,30代,0.6,0.4,0.6,0.0,就業中,0.6,2.4,35.69,139.69
北海道,札幌市中央区,北海道札幌市中央区,5,20代,0.4,0.4,0.6,0.2,就業中,0.6,2.6,43.06,141.35
茨城県,守谷市,茨城県守谷市,5,50代,0.4,0.2,0.8,0.0,離職中,0.6,2.2,36.34,140.45
北海道,,北海道,5,40代,0.6,0.2,0.8,0.0,就業中,0.6,4.8,43.06,141.35
栃木県,,栃木県,5,60代,0.4,0.6,0.4,0.2,就業中,0.8,3.0,36.57,139.88
和歌山県,橋本市,和歌山県橋本市,5,60代,0.4,0.4,0.6,0.0,就業中,0.8,4.0,34.23,135.17
滋賀県,蒲生郡竜王町,滋賀県蒲生郡竜王町,5,60代,0.4,0.8,0.19999999999999996,0.0,就業中,0.8,2.2,35.0,135.87
埼玉県,桶川市,埼玉県桶川市,5,40代,0.4,0.4,0.6,0.0,就業中,0.8,5.6,35.86,139.65
愛知県,刈谷市,愛知県刈谷市,5,60代,0.2,0.8,0.19999999999999996,0.4,就業中,0.6,3.8,35.18,136.91
愛知県,犬山市,愛知県犬山市,5,60代,0.4,0.6,0.4,0.2,就業中,0.6,2.2,35.18,136.91
広島県,広島市西区,広島県広島市西区,5,20代,0.6,0.2,0.8,0.0,離職中,0.6,1.8,34.4,132.46
福岡県,朝倉市,福岡県朝倉市,5,20代,0.4,0.4,0.6,0.2,離職中,0.6,3.0,33.61,130.42
岐阜県,大垣市,岐阜県大垣市,5,60代,0.4,0.8,0.19999999999999996,0.4,離職中,0.8,4.6,35.39,136.72
東京都,昭島市,東京都昭島市,5,30代,0.6,0.4,0.6,0.0,就業中,0.6,3.8,35.69,139.69
島根県,,島根県,5,40代,0.8,0.2,0.8,0.0,就業中,0.8,3.2,35.47,133.05
大阪府,泉南郡熊取町,大阪府泉南郡熊取町,4,60代,0.25,0.5,0.5,0.25,離職中,0.75,4.0,34.69,135.5
兵庫県,朝来市,兵庫県朝来市,4,20代,0.5,1.0,0.0,0.0,就業中,0.75,3.5,34.69,135.18
福島県,郡山市,福島県郡山市,4,20代,0.5,0.5,0.5,0.0,就業中,0.5,2.0,37.75,140.47
三重県,名張市,三重県名張市,4,60代,0.5,0.75,0.25,0.25,就業中,0.75,1.5,34.73,136.51
茨城県,日立市,茨城県日立市,4,60代,0.5,0.0,1.0,0.0,就業中,0.75,4.0,36.34,140.45
茨城県,牛久市,茨城県牛久市,4,60代,0.5,0.25,0.75,0.0,就業中,0.75,5.25,36.34,140.45
埼玉県,八潮市,埼玉県八潮市,4,30代,0.25,0.5,0.5,0.0,就業中,0.75,3.5,35.86,139.65
千葉県,印西市,千葉県印西市,4,30代,0.25,0.25,0.75,0.0,就業中,0.5,2.25,35.61,140.11
長野県,松本市,長野県松本市,4,60代,0.5,0.75,0.25,0.25,就業中,0.5,2.0,36.65,138.18
福井県,越前市,福井県越前市,4,20代,0.75,0.75,0.25,0.0,就業中,0.5,2.5,36.07,136.22
香川県,,香川県,4,40代,0.5,0.0,1.0,0.0,就業中,0.75,6.75,34.34,134.04
山形県,山形市,山形県山形市,4,20代,0.5,0.75,0.25,0.0,就業中,1.0,3.5,38.25,140.34
埼玉県,富士見市,埼玉県富士見市,4,20代,0.5,0.25,0.75,0.0,就業中,0.75,3.25,35.86,139.65
愛媛県,,愛媛県,4,40代,0.75,0.0,1.0,0.0,就業中,1.0,7.0,33.84,132.77
愛知県,安城市,愛知県安城市,4,30代,0.25,1.0,0.0,0.25,就業中,0.75,3.0,35.18,136.91
三重県,志摩市,三重県志摩市,4,40代,0.5,1.0,0.0,0.25,就業中,1.0,2.0,34.73,136.51
兵庫県,小野市,兵庫県小野市,4,50代,0.5,0.5,0.5,0.0,離職中,0.5,4.0,34.69,135.18
兵庫県,淡路市,兵庫県淡路市,4,40代,0.25,0.25,0.75,0.0,就業中,0.75,2.5,34.69,135.18
福岡県,久留米市,福岡県久留米市,4,20代,0.5,0.5,0.5,0.25,離職中,0.5,3.0,33.61,130.42
愛知県,稲沢市,愛知県稲沢市,4,30代,0.5,0.75,0.25,0.25,就業中,0.75,2.75,35.18,136.91
秋田県,,秋田県,4,40代,0.5,0.0,1.0,0.0,就業中,1.0,3.75,39.72,140.1
山口県,山口市,山口県山口市,4,30代,0.5,0.75,0.25,0.0,就業中,0.75,3.0,34.19,131.47
奈良県,五條市,奈良県五條市,4,20代,0.5,0.75,0.25,0.0,就業中,0.75,3.25,34.69,135.83
熊本県,熊本市南区,熊本県熊本市南区,4,20代,1.0,0.5,0.5,0.0,就業中,0.5,2.25,32.79,130.71
広島県,広島市安佐北区,広島県広島市安佐北区,4,30代,0.5,0.5,0.5,0.0,就業中,0.75,1.0,34.4,132.46
愛知県,大府市,愛知県大府市,4,60代,0.5,0.75,0.25,0.25,離職中,0.5,2.5,35.18,136.91
長崎県,長崎市,長崎県長崎市,4,40代,0.5,0.5,0.5,0.25,就業中,1.0,3.0,32.75,129.88
埼玉県,入間郡三芳町,埼玉県入間郡三芳町,4,30代,0.5,0.5,0.5,0.0,就業中,0.75,2.75,35.86,139.65
愛知県,尾張旭市,愛知県尾張旭市,4,20代,0.5,0.5,0.5,0.25,就業中,0.5,3.25,35.18,136.91
東京都,東大和市,東京都東大和市,4,20代,0.5,0.75,0.25,0.25,離職中,0.5,2.75,35.69,139.69
岡山県,総社市,岡山県総社市,4,40代,0.5,1.0,0.0,0.0,離職中,0.5,3.5,34.66,133.92
埼玉県,ふじみ野市,埼玉県ふじみ野市,4,60代,0.25,0.25,0.75,0.0,就業中,0.75,4.5,35.86,139.65
千葉県,袖ケ浦市,千葉県袖ケ浦市,4,70歳以上,0.5,0.5,0.5,0.25,離職中,0.75,3.0,35.61,140.11
岡山県,倉敷市,岡山県倉敷市,4,40代,0.5,1.0,0.0,0.0,離職中,0.5,3.5,34.66,133.92
福岡県,古賀市,福岡県古賀市,4,20代,0.5,0.5,0.5,0.25,離職中,0.5,3.25,33.61,130.42
神奈川県,足柄上郡開成町,神奈川県足柄上郡開成町,4,40代,0.5,0.75,0.25,0.0,就業中,0.75,2.5,35.45,139.64
岐阜県,可児市,岐阜県可児市,4,60代,0.25,0.75,0.25,0.5,離職中,0.5,4.25,35.39,136.72
三重県,,三重県,4,40代,0.75,0.25,0.75,0.0,就業中,1.0,3.0,34.73,136.51
埼玉県,北本市,埼玉県北本市,4,60代,0.5,0.25,0.75,0.0,就業中,1.0,5.0,35.86,139.65
京都府,相楽郡笠置町,京都府相楽郡笠置町,4,40代,0.75,0.75,0.25,0.25,就業中,1.0,1.25,35.02,135.75
大阪府,豊能郡豊能町,大阪府豊能郡豊能町,4,60代,0.5,0.75,0.25,0.0,就業中,1.0,1.5,34.69,135.5
埼玉県,東松山市,埼玉県東松山市,4,40代,0.5,0.25,0.75,0.0,就業中,0.75,5.25,35.86,139.65
静岡県,浜松市中区,静岡県浜松市中区,4,60代,0.5,0.75,0.25,0.25,就業中,0.5,3.0,34.98,138.38
千葉県,鎌ケ谷市,千葉県鎌ケ谷市,4,60代,0.5,0.5,0.5,0.0,就業中,1.0,1.75,35.61,140.11
兵庫県,三木市,兵庫県三木市,4,50代,0.75,0.5,0.5,0.25,離職中,0.75,4.25,34.69,135.18
福岡県,大野城市,福岡県大野城市,4,30代,0.5,0.75,0.25,0.25,就業中,0.5,3.25,33.61,130.42
兵庫県,加東市,兵庫県加東市,4,60代,0.5,0.5,0.5,0.25,離職中,0.75,2.0,34.69,135.18
東京都,狛江市,東京都狛江市,4,30代,0.5,0.5,0.5,0.0,就業中,1.0,3.0,35.69,139.69
神奈川県,綾瀬市,神奈川県綾瀬市,4,30代,0.5,0.5,0.5,0.25,就業中,1.0,2.75,35.45,139.64
石川県,,石川県,4,40代,0.25,0.0,1.0,0.0,就業中,0.5,1.5,36.59,136.63
埼玉県,本庄市,埼玉県本庄市,4,60代,0.25,0.0,1.0,0.0,就業中,1.0,2.0,35.86,139.65
滋賀県,米原市,滋賀県米原市,4,60代,0.5,0.75,0.25,0.25,就業中,0.5,1.75,35.0,135.87
富山県,,富山県,4,40代,0.5,0.0,1.0,0.0,就業中,0.75,2.5,36.7,137.21
和歌山県,岩出市,和歌山県岩出市,4,30代,0.25,0.5,0.5,0.0,就業中,0.75,3.25,34.23,135.17
岐阜県,羽島郡岐南町,岐阜県羽島郡岐南町,4,60代,0.75,0.75,0.25,0.25,離職中,0.5,3.75,35.39,136.72
兵庫県,多可郡多可町,兵庫県多可郡多可町,4,30代,0.5,0.5,0.5,0.0,離職中,0.5,4.5,34.69,135.18
山梨県,甲府市,山梨県甲府市,4,40代,0.5,0.5,0.5,0.0,就業中,0.75,3.0,35.66,138.57
熊本県,熊本市中央区,熊本県熊本市中央区,4,20代,0.75,0.75,0.25,0.25,就業中,0.5,2.5,32.79,130.71
福井県,,福井県,4,40代,0.5,0.0,1.0,0.0,就業中,0.75,2.0,36.07,136.22
栃木県,栃木市,栃木県栃木市,3,30代,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.0,就業中,1.0,2.6666666666666665,36.57,139.88
茨城県,神栖市,茨城県神栖市,3,60代,0.6666666666666666,0.0,1.0,0.0,就業中,1.0,4.666666666666667,36.34,140.45
岐阜県,美濃加茂市,岐阜県美濃加茂市,3,60代,0.6666666666666666,0.3333333333333333,0.6666666666666667,0.3333333333333333,就業中,0.6666666666666666,4.0,35.39,136.72
愛知県,西春日井郡豊山町,愛知県西春日井郡豊山町,3,60代,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.3333333333333333,就業中,0.6666666666666666,5.666666666666667,35.18,136.91
千葉県,香取市,千葉県香取市,3,50代,0.6666666666666666,0.3333333333333333,0.6666666666666667,0.3333333333333333,就業中,0.6666666666666666,5.0,35.61,140.11
茨城県,小美玉市,茨城県小美玉市,3,30代,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.0,就業中,1.0,2.0,36.34,140.45
岐阜県,関市,岐阜県関市,3,30代,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.3333333333333333,就業中,0.6666666666666666,3.6666666666666665,35.39,136.72
新潟県,新潟市江南区,新潟県新潟市江南区,3,60代,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,就業中,0.6666666666666666,4.0,37.9,139.02
広島県,尾道市,広島県尾道市,3,30代,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.0,就業中,0.6666666666666666,1.3333333333333333,34.4,132.46
熊本県,熊本市北区,熊本県熊本市北区,3,20代,1.0,0.6666666666666666,0.33333333333333337,0.0,離職中,0.6666666666666666,2.6666666666666665,32.79,130.71
熊本県,熊本市東区,熊本県熊本市東区,3,20代,1.0,0.3333333333333333,0.6666666666666667,0.0,就業中,0.6666666666666666,2.3333333333333335,32.79,130.71
福島県,福島市,福島県福島市,3,60代,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.0,離職中,0.6666666666666666,2.3333333333333335,37.75,140.47
愛知県,岡崎市,愛知県岡崎市,3,30代,0.3333333333333333,1.0,0.0,0.3333333333333333,就業中,0.6666666666666666,3.3333333333333335,35.18,136.91
愛知県,豊川市,愛知県豊川市,3,30代,0.3333333333333333,1.0,0.0,0.3333333333333333,就業中,0.6666666666666666,3.3333333333333335,35.18,136.91
徳島県,鳴門市,徳島県鳴門市,3,30代,0.3333333333333333,1.0,0.0,0.0,就業中,1.0,4.666666666666667,34.07,134.56
愛知県,津島市,愛知県津島市,3,30代,0.6666666666666666,0.3333333333333333,0.6666666666666667,0.0,就業中,0.6666666666666666,3.0,35.18,136.91
岩手県,,岩手県,3,40代,0.6666666666666666,0.0,1.0,0.0,就業中,1.0,4.333333333333333,39.7,141.15
福島県,,福島県,3,40代,0.6666666666666666,0.0,1.0,0.0,就業中,1.0,4.333333333333333,37.75,140.47
福岡県,北九州市八幡西区,福岡県北九州市八幡西区,3,20代,0.6666666666666666,0.3333333333333333,0.6666666666666667,0.0,離職中,0.6666666666666666,3.0,33.61,130.42
群馬県,,群馬県,3,30代,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,就業中,1.0,3.3333333333333335,36.39,139.06
大分県,大分市,大分県大分市,3,60代,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.6666666666666666,就業中,1.0,3.6666666666666665,33.24,131.61
三重県,亀山市,三重県亀山市,3,40代,0.3333333333333333,1.0,0.0,0.0,就業中,1.0,1.3333333333333333,34.73,136.51
福井県,三方上中郡若狭町,福井県三方上中郡若狭町,3,50代,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.0,就業中,0.6666666666666666,3.0,36.07,136.22
奈良県,山辺郡山添村,奈良県山辺郡山添村,3,50代,0.3333333333333333,1.0,0.0,0.0,就業中,1.0,2.0,34.69,135.83
千葉県,木更津市,千葉県木更津市,3,20代,0.6666666666666666,0.3333333333333333,0.6666666666666667,0.0,離職中,0.6666666666666666,3.0,35.61,140.11
沖縄県,うるま市,沖縄県うるま市,3,50代,0.3333333333333333,1.0,0.0,0.0,就業中,0.6666666666666666,3.3333333333333335,26.21,127.68
鳥取県,鳥取市,鳥取県鳥取市,3,20代,0.6666666666666666,1.0,0.0,0.0,就業中,1.0,3.3333333333333335,35.5,134.23
山梨県,,山梨県,3,50代,0.3333333333333333,0.0,1.0,0.0,就業中,0.6666666666666666,3.6666666666666665,35.66,138.57
愛知県,清須市,愛知県清須市,3,60代,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.3333333333333333,就業中,0.6666666666666666,3.0,35.18,136.91
鹿児島県,,鹿児島県,3,40代,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,就業中,0.6666666666666666,2.3333333333333335,31.56,130.56
北海道,札幌市西区,北海道札幌市西区,3,20代,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.0,離職中,0.6666666666666666,6.333333333333333,43.06,141.35
愛知県,知多市,愛知県知多市,3,40代,0.3333333333333333,1.0,0.0,0.3333333333333333,就業中,0.6666666666666666,3.3333333333333335,35.18,136.91
熊本県,,熊本県,3,40代,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,就業中,0.6666666666666666,2.3333333333333335,32.79,130.71
群馬県,桐生市,群馬県桐生市,3,60代,0.6666666666666666,0.3333333333333333,0.6666666666666667,0.0,就業中,0.6666666666666666,2.6666666666666665,36.39,139.06
群馬県,安中市,群馬県安中市,3,60代,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.3333333333333333,就業中,0.6666666666666666,4.333333333333333,36.39,139.06
福岡県,糟屋郡粕屋町,福岡県糟屋郡粕屋町,3,30代,0.3333333333333333,1.0,0.0,0.3333333333333333,就業中,1.0,3.6666666666666665,33.61,130.42
福岡県,福津市,福岡県福津市,3,30代,0.3333333333333333,1.0,0.0,0.6666666666666666,就業中,0.6666666666666666,5.666666666666667,33.61,130.42
兵庫県,高砂市,兵庫県高砂市,3,30代,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,就業中,1.0,2.3333333333333335,34.69,135.18
北海道,札幌市東区,北海道札幌市東区,3,20代,1.0,0.6666666666666666,0.33333333333333337,0.0,就業中,0.6666666666666666,2.0,43.06,141.35
愛知県,西尾市,愛知県西尾市,3,30代,0.3333333333333333,1.0,0.0,0.3333333333333333,就業中,0.6666666666666666,3.3333333333333335,35.18,136.91
千葉県,茂原市,千葉県茂原市,3,30代,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.0,就業中,1.0,5.666666666666667,35.61,140.11
愛知県,常滑市,愛知県常滑市,3,40代,0.3333333333333333,1.0,0.0,0.3333333333333333,就業中,0.6666666666666666,2.0,35.18,136.91
宮城県,仙台市若林区,宮城県仙台市若林区,3,30代,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.0,就業中,0.6666666666666666,3.0,38.27,140.87
宮崎県,宮崎市,宮崎県宮崎市,3,30代,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.3333333333333333,就業中,0.6666666666666666,4.0,31.91,131.42
静岡県,静岡市清水区,静岡県静岡市清水区,3,60代,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,就業中,1.0,4.666666666666667,34.98,138.38
長野県,,長野県,3,60代,0.3333333333333333,0.0,1.0,0.0,就業中,1.0,3.3333333333333335,36.65,138.18
埼玉県,鶴ヶ島市,埼玉県鶴ヶ島市,3,40代,0.6666666666666666,0.0,1.0,0.0,就業中,1.0,4.333333333333333,35.86,139.65
静岡県,磐田市,静岡県磐田市,3,60代,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.3333333333333333,就業中,0.6666666666666666,4.0,34.98,138.38
群馬県,邑楽郡大泉町,群馬県邑楽郡大泉町,3,60代,0.3333333333333333,0.0,1.0,0.0,就業中,1.0,3.0,36.39,139.06
石川県,加賀市,石川県加賀市,3,50代,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.0,就業中,0.6666666666666666,2.6666666666666665,36.59,136.63
宮城県,仙台市宮城野区,宮城県仙台市宮城野区,3,30代,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.3333333333333333,就業中,0.6666666666666666,2.0,38.27,140.87
埼玉県,志木市,埼玉県志木市,3,30代,0.6666666666666666,0.3333333333333333,0.6666666666666667,0.0,就業中,1.0,2.3333333333333335,35.86,139.65
茨城県,稲敷郡阿見町,茨城県稲敷郡阿見町,3,20代,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.0,就業中,0.6666666666666666,3.0,36.34,140.45
愛知県,岩倉市,愛知県岩倉市,3,20代,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.3333333333333333,離職中,0.6666666666666666,5.333333333333333,35.18,136.91
福岡県,筑紫野市,福岡県筑紫野市,3,30代,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.3333333333333333,離職中,0.6666666666666666,2.3333333333333335,33.61,130.42
兵庫県,加古郡稲美町,兵庫県加古郡稲美町,3,50代,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,離職中,0.6666666666666666,3.0,34.69,135.18
群馬県,佐波郡玉村町,群馬県佐波郡玉村町,3,60代,0.3333333333333333,0.0,1.0,0.0,就業中,1.0,3.0,36.39,139.06
愛知県,海部郡大治町,愛知県海部郡大治町,3,60代,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.3333333333333333,離職中,0.6666666666666666,3.3333333333333335,35.18,136.91
熊本県,熊本市西区,熊本県熊本市西区,3,20代,1.0,0.6666666666666666,0.33333333333333337,0.0,離職中,0.6666666666666666,2.6666666666666665,32.79,130.71
