prefecture,municipality,location,demand_count,supply_count,demand_supply_ratio,gap,latitude,longitude
茨城県,高萩市,茨城県高萩市,1.0,0.0,1.0,1.0,36.34,140.45
宮崎県,延岡市,宮崎県延岡市,1.0,0.0,1.0,1.0,31.91,131.42
宮崎県,日南市,宮崎県日南市,1.0,0.0,1.0,1.0,31.91,131.42
宮崎県,都城市,宮崎県都城市,1.0,0.0,1.0,1.0,31.91,131.42
群馬県,沼田市,群馬県沼田市,1.0,0.0,1.0,1.0,36.39,139.06
群馬県,邑楽郡邑楽町,群馬県邑楽郡邑楽町,1.0,0.0,1.0,1.0,36.39,139.06
茨城県,つくばみらい市,茨城県つくばみらい市,1.0,0.0,1.0,1.0,36.34,140.45
茨城県,坂東市,茨城県坂東市,1.0,0.0,1.0,1.0,36.34,140.45
茨城県,常陸大宮市,茨城県常陸大宮市,1.0,0.0,1.0,1.0,36.34,140.45
新潟県,新潟市秋葉区,新潟県新潟市秋葉区,1.0,0.0,1.0,1.0,37.9,139.02
新潟県,新発田市,新潟県新発田市,1.0,0.0,1.0,1.0,37.9,139.02
愛知県,弥富市,愛知県弥富市,1.0,0.0,1.0,1.0,35.18,136.91
愛知県,新城市,愛知県新城市,1.0,0.0,1.0,1.0,35.18,136.91
愛知県,知多郡武豊町,愛知県知多郡武豊町,1.0,0.0,1.0,1.0,35.18,136.91
愛知県,碧南市,愛知県碧南市,1.0,0.0,1.0,1.0,35.18,136.91
愛知県,蒲郡市,愛知県蒲郡市,1.0,0.0,1.0,1.0,35.18,136.91
和歌山県,東牟婁郡串本町,和歌山県東牟婁郡串本町,1.0,0.0,1.0,1.0,34.23,135.17
和歌山県,田辺市,和歌山県田辺市,1.0,0.0,1.0,1.0,34.23,135.17
和歌山県,西牟婁郡白浜町,和歌山県西牟婁郡白浜町,1.0,0.0,1.0,1.0,34.23,135.17
新潟県,新潟市北区,新潟県新潟市北区,1.0,0.0,1.0,1.0,37.9,139.02
茨城県,笠間市,茨城県笠間市,1.0,0.0,1.0,1.0,36.34,140.45
兵庫県,朝来市,兵庫県朝来市,4.0,5.0,0.6666666666666666,-1.0,34.69,135.18
熊本県,水俣市,熊本県水俣市,2.0,2.0,0.6666666666666666,0.0,32.79,130.71
福井県,敦賀市,福井県敦賀市,2.0,2.0,0.6666666666666666,0.0,36.07,136.22
徳島県,徳島市,徳島県徳島市,2.0,2.0,0.6666666666666666,0.0,34.07,134.56
京都,府相楽郡笠置町,京都府相楽郡笠置町,4.0,6.0,0.5714285714285714,-2.0,35.02,135.75
福島県,いわき市,福島県いわき市,1.0,1.0,0.5,0.0,37.75,140.47
佐賀県,佐賀市,佐賀県佐賀市,1.0,1.0,0.5,0.0,33.25,130.3
千葉県,君津市,千葉県君津市,1.0,1.0,0.5,0.0,35.61,140.11
新潟県,長岡市,新潟県長岡市,1.0,1.0,0.5,0.0,37.9,139.02
山梨県,中央市,山梨県中央市,1.0,1.0,0.5,0.0,35.66,138.57
山形県,鶴岡市,山形県鶴岡市,1.0,1.0,0.5,0.0,38.25,140.34
秋田県,大仙市,秋田県大仙市,1.0,1.0,0.5,0.0,39.72,140.1
福井県,大野市,福井県大野市,1.0,1.0,0.5,0.0,36.07,136.22
三重県,多気郡多気町,三重県多気郡多気町,1.0,1.0,0.5,0.0,34.73,136.51
静岡県,浜松市浜北区,静岡県浜松市浜北区,1.0,1.0,0.5,0.0,34.98,138.38
山形県,上山市,山形県上山市,1.0,1.0,0.5,0.0,38.25,140.34
静岡県,焼津市,静岡県焼津市,1.0,1.0,0.5,0.0,34.98,138.38
広島県,竹原市,広島県竹原市,1.0,1.0,0.5,0.0,34.4,132.46
兵庫県,赤穂市,兵庫県赤穂市,1.0,1.0,0.5,0.0,34.69,135.18
兵庫県,洲本市,兵庫県洲本市,2.0,3.0,0.5,-1.0,34.69,135.18
群馬県,北群馬郡榛東村,群馬県北群馬郡榛東村,1.0,1.0,0.5,0.0,36.39,139.06
長崎県,大村市,長崎県大村市,1.0,1.0,0.5,0.0,32.75,129.88
三重県,鳥羽市,三重県鳥羽市,1.0,1.0,0.5,0.0,34.73,136.51
秋田県,秋田市,秋田県秋田市,1.0,1.0,0.5,0.0,39.72,140.1
福島県,伊達市,福島県伊達市,1.0,1.0,0.5,0.0,37.75,140.47
沖縄県,島尻郡伊是名村,沖縄県島尻郡伊是名村,1.0,1.0,0.5,0.0,26.21,127.68
奈良県,宇陀郡御杖村,奈良県宇陀郡御杖村,1.0,2.0,0.3333333333333333,-1.0,34.69,135.83
山口県,宇部市,山口県宇部市,0.0,1.0,0.0,-1.0,34.19,131.47
佐賀県,伊万里市,佐賀県伊万里市,0.0,1.0,0.0,-1.0,33.25,130.3
佐賀県,三養基郡みやき町,佐賀県三養基郡みやき町,0.0,1.0,0.0,-1.0,33.25,130.3
山形県,東村山郡山辺町,山形県東村山郡山辺町,0.0,1.0,0.0,-1.0,,
北海道,登別市,北海道登別市,0.0,1.0,0.0,-1.0,,
秋田県,由利本荘市,秋田県由利本荘市,0.0,1.0,0.0,-1.0,,
大分県,宇佐市,大分県宇佐市,0.0,1.0,0.0,-1.0,,
広島県,庄原市,広島県庄原市,0.0,1.0,0.0,-1.0,34.4,132.46
石川県,羽咋市,石川県羽咋市,0.0,1.0,0.0,-1.0,36.59,136.63
福井県,あわら市,福井県あわら市,0.0,1.0,0.0,-1.0,,
愛媛県,越智郡上島町,愛媛県越智郡上島町,0.0,1.0,0.0,-1.0,,
熊本県,葦北郡芦北町,熊本県葦北郡芦北町,0.0,1.0,0.0,-1.0,,
愛媛県,伊予郡松前町,愛媛県伊予郡松前町,0.0,2.0,0.0,-2.0,,
愛媛県,今治市,愛媛県今治市,0.0,1.0,0.0,-1.0,33.84,132.77
和歌山県,伊都郡九度山町,和歌山県伊都郡九度山町,0.0,1.0,0.0,-1.0,,
千葉県,香取郡東庄町,千葉県香取郡東庄町,0.0,1.0,0.0,-1.0,35.61,140.11
和歌山県,有田市,和歌山県有田市,0.0,1.0,0.0,-1.0,,
和歌山県,有田郡有田川町,和歌山県有田郡有田川町,0.0,1.0,0.0,-1.0,,
新潟県,新潟市東区,新潟県新潟市東区,0.0,1.0,0.0,-1.0,37.9,139.02
和歌山県,西牟婁郡上富田町,和歌山県西牟婁郡上富田町,0.0,1.0,0.0,-1.0,,
鹿児島県,大島郡天城町,鹿児島県大島郡天城町,0.0,1.0,0.0,-1.0,,
鹿児島県,伊佐市,鹿児島県伊佐市,0.0,1.0,0.0,-1.0,,
